story,url,read
機師考試小知識— 螺旋槳飛機的左偏趨向效應,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e8%9e%ba%e6%97%8b%e6%a7%b3%e9%a3%9b%e6%a9%9f%e7%9a%84%e5%b7%a6%e5%81%8f%e8%b6%a8%e5%90%91%e6%95%88%e6%87%89/,False
機師考試必知— 要成為民航機師要具備哪些人格特質？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5%ef%bc%9a%e8%a6%81%e6%88%90%e7%82%ba%e6%b0%91%e8%88%aa%e6%a9%9f%e5%b8%ab%e8%a6%81%e5%85%b7%e5%82%99%e5%93%aa%e4%ba%9b%e4%ba%ba%e6%a0%bc%e7%89%b9/,False
機師考試小知識— 飛機起火時怎麼辦？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e8%b5%b7%e7%81%ab%e6%99%82%e6%80%8e%e9%ba%bc%e8%be%a6%ef%bc%9f/,False
機師考試趣聞— 飛行員的良伴// iPad,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-%e9%a3%9b%e8%a1%8c%e5%93%a1%e7%9a%84%e8%89%af%e4%bc%b4-ipad/,False
機師考試小知識— Microburst 微爆氣流多可怕！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-microburst-%e5%be%ae%e7%88%86%e6%b0%a3%e6%b5%81%e5%a4%9a%e5%8f%af%e6%80%95%ef%bc%81/,False
機師考試心得— 學飛該有的態度！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%83%e5%be%97%ef%bc%9a%e5%ad%b8%e9%a3%9b%e8%a9%b2%e6%9c%89%e7%9a%84%e6%85%8b%e5%ba%a6%ef%bc%81/,False
機師考試小知識— 旁通比是什麼？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e6%97%81%e9%80%9a%e6%af%94%e6%98%af%e4%bb%80%e9%ba%bc%ef%bc%9f/,False
教官來分享— 機師上線後三兩事,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab%ef%bc%9a%e6%a9%9f%e5%b8%ab%e4%b8%8a%e7%b7%9a%e5%be%8c%e4%b8%89%e5%85%a9%e4%ba%8b/,False
機師考試小知識— 為什麼A380只有內側發動機有反推？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e7%82%ba%e4%bb%80%e9%ba%bca380%e5%8f%aa%e6%9c%89%e5%85%a7%e5%81%b4%e7%99%bc%e5%8b%95%e6%a9%9f%e6%9c%89%e5%8f%8d%e6%8e%a8/,False
機師考試小知識— 重新起飛的重要性,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%87%8d%e6%96%b0%e8%b5%b7%e9%a3%9b%e7%9a%84%e9%87%8d%e8%a6%81%e6%80%a7/,False
機師考試趣聞— 機艙冷知識知多少？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-%e6%a9%9f%e8%89%99%e5%86%b7%e7%9f%a5%e8%ad%98%e7%9f%a5%e5%a4%9a%e5%b0%91%ef%bc%9f/,False
機師考試小知識— 飛機結冰怎麼辦?,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e7%b5%90%e5%86%b0%e6%80%8e%e9%ba%bc%e8%be%a6/,False
機師考試小知識— 飛機起飛前為何需要助跑？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e8%b5%b7%e9%a3%9b%e5%89%8d%e7%82%ba%e4%bd%95%e9%9c%80%e8%a6%81%e5%8a%a9%e8%b7%91%ef%bc%9f/,False
培訓機師航空知識小學堂— 黑盒子的秘密,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e8%88%aa%e7%a9%ba%e7%9f%a5%e8%ad%98%e5%b0%8f%e5%ad%b8%e5%a0%82-%e9%bb%91%e7%9b%92%e5%ad%90%e7%9a%84%e7%a7%98%e5%af%86/,False
教官來分享— 培訓機師心聲篇part1,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab%ef%bc%9a%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%bf%83%e8%81%b2%e7%af%87part1/,False
教官來分享— 培訓機師心聲篇part2,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab%ef%bc%9a%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%bf%83%e8%81%b2%e7%af%87part2/,False
機師考試趣聞— 機位為什麼會超賣？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-%e6%a9%9f%e4%bd%8d%e7%82%ba%e4%bb%80%e9%ba%bc%e6%9c%83%e8%b6%85%e8%b3%a3%ef%bc%9f/,False
教官來分享— 出國學飛9大必知,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab-%e5%87%ba%e5%9c%8b%e5%ad%b8%e9%a3%9b9%e5%a4%a7%e5%bf%85%e7%9f%a5/,False
機師考試想知道的Q&A,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e6%83%b3%e7%9f%a5%e9%81%93%e7%9a%84qa/,False
機師考試加分新選擇！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%8a%a0%e5%88%86%e6%96%b0%e9%81%b8%e6%93%87%ef%bc%81/,False
教官來分享— 成就志業，實現飛行！,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab%ef%bc%9a%e6%88%90%e5%b0%b1%e5%bf%97%e6%a5%ad%ef%bc%8c%e5%af%a6%e7%8f%be%e9%a3%9b%e8%a1%8c%ef%bc%81/,False
機師招募影片— 飛行員的一天！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e6%8b%9b%e5%8b%9f%e5%bd%b1%e7%89%87%ef%bc%9a%e9%a3%9b%e8%a1%8c%e5%93%a1%e7%9a%84%e4%b8%80%e5%a4%a9%ef%bc%81/,False
教官來分享— 履歷教戰 如何寫自己的缺點？,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab%ef%bc%9a%e5%b1%a5%e6%ad%b7%e6%95%99%e6%88%b0-%e5%a6%82%e4%bd%95%e5%af%ab%e8%87%aa%e5%b7%b1%e7%9a%84%e7%bc%ba%e9%bb%9e%ef%bc%9f/,False
機師考試小知識— 飛機引擎失效時該怎麼辦？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e5%bc%95%e6%93%8e%e5%a4%b1%e6%95%88%e6%99%82%e8%a9%b2%e6%80%8e%e9%ba%bc%e8%be%a6%ef%bc%9f/,False
機師考試小知識— 空速表Airspeed Indicator介紹 ,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e7%a9%ba%e9%80%9f%e8%a1%a8airspeed-indicator%e4%bb%8b%e7%b4%b9/,False
機師考試必知— 成為培訓機師的６步驟,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5%ef%bc%9a%e6%88%90%e7%82%ba%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e7%9a%84%ef%bc%96%e6%ad%a5%e9%a9%9f/,False
航空趣聞— 波音787-800夢幻客機在美國22州天空用飛行軌跡畫出一架787！,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e8%b6%a3%e8%81%9e-%e6%b3%a2%e9%9f%b3787-800%e5%a4%a2%e5%b9%bb%e5%ae%a2%e6%a9%9f%e5%9c%a8%e7%be%8e%e5%9c%8b22%e5%b7%9e%e5%a4%a9%e7%a9%ba%e7%94%a8%e9%a3%9b%e8%a1%8c%e8%bb%8c/,False
機師考試小知識— 飛機為什麼多是白的？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e7%82%ba%e4%bb%80%e9%ba%bc%e5%a4%9a%e6%98%af%e7%99%bd%e7%9a%84%ef%bc%9f/,False
你可能不知道— 世界特別設計的機場特輯,https://flyfttw.com/%e4%bd%a0%e5%8f%af%e8%83%bd%e4%b8%8d%e7%9f%a5%e9%81%93-%e4%b8%96%e7%95%8c%e7%89%b9%e5%88%a5%e8%a8%ad%e8%a8%88%e7%9a%84%e6%a9%9f%e5%a0%b4%e7%89%b9%e8%bc%af/,False
機師考試趣聞— 機師不會對你說的３件事！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-%e6%a9%9f%e5%b8%ab%e4%b8%8d%e6%9c%83%e5%b0%8d%e4%bd%a0%e8%aa%aa%e7%9a%84%ef%bc%93%e4%bb%b6%e4%ba%8b%ef%bc%81/,False
機師考試心得—《聯航93》電影推薦,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%83%e5%be%97-%e3%80%8a%e8%81%af%e8%88%aa93%e3%80%8b%e9%9b%bb%e5%bd%b1%e6%8e%a8%e8%96%a6/,False
FTTW航空小知識— 客機的窗戶,https://flyfttw.com/fttw%e8%88%aa%e7%a9%ba%e5%b0%8f%e7%9f%a5%e8%ad%98-%e5%ae%a2%e6%a9%9f%e7%9a%84%e7%aa%97%e6%88%b6/,False
機師考試福音— 機師薪水超高，百萬年薪等什麼？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e7%a6%8f%e9%9f%b3%ef%bc%9a%e6%a9%9f%e5%b8%ab%e8%96%aa%e6%b0%b4%e8%b6%85%e9%ab%98%ef%bc%8c%e7%99%be%e8%90%ac%e5%b9%b4%e8%96%aa%e7%ad%89%e4%bb%80%e9%ba%bc%ef%bc%9f/,False
機師考試必知— 機師薪水/福利制度大公開,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5%ef%bc%9a%e6%a9%9f%e5%b8%ab%e8%96%aa%e6%b0%b4-%e7%a6%8f%e5%88%a9%e5%88%b6%e5%ba%a6%e5%a4%a7%e5%85%ac%e9%96%8b/,False
機師考試小知識— 閃電打中飛機會怎樣?,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%96%83%e9%9b%bb%e6%89%93%e4%b8%ad%e9%a3%9b%e6%a9%9f%e6%9c%83%e6%80%8e%e6%a8%a3/,False
機師考試必知— 十大學飛時會犯的錯你知道嗎?,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e5%8d%81%e5%a4%a7%e5%ad%b8%e9%a3%9b%e6%99%82%e6%9c%83%e7%8a%af%e7%9a%84%e9%8c%af%e4%bd%a0%e7%9f%a5%e9%81%93%e5%97%8e/,False
機師考試小知識— 飛機上的WIFI是如何運作的？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e4%b8%8a%e7%9a%84wifi%e6%98%af%e5%a6%82%e4%bd%95%e9%81%8b%e4%bd%9c%e7%9a%84%ef%bc%9f/,False
機師考試趣聞— 老舊客機去哪兒？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-%e8%80%81%e8%88%8a%e5%ae%a2%e6%a9%9f%e5%8e%bb%e5%93%aa%e5%85%92%ef%bc%9f/,False
機師考試必知— 模擬機測驗攻略,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5%ef%bc%9a%e6%a8%a1%e6%93%ac%e6%a9%9f%e6%b8%ac%e9%a9%97%e6%94%bb%e7%95%a5/,False
機師考試心得— 機師錄取之路 (影片),https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%83%e5%be%97-%e6%a9%9f%e5%b8%ab%e9%8c%84%e5%8f%96%e4%b9%8b%e8%b7%af-%e5%bd%b1%e7%89%87/,False
機師考試小知識— 如何遮蔽錯誤訊號？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e5%a6%82%e4%bd%95%e9%81%ae%e8%94%bd%e9%8c%af%e8%aa%a4%e8%a8%8a%e8%99%9f%ef%bc%9f/,False
機師考試必知— 視力初檢重要性,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5%ef%bc%9a%e8%a6%96%e5%8a%9b%e5%88%9d%e6%aa%a2%e9%87%8d%e8%a6%81%e6%80%a7/,False
成為機師必學的— 失速改正！,https://flyfttw.com/%e6%88%90%e7%82%ba%e6%a9%9f%e5%b8%ab%e5%bf%85%e5%ad%b8%e7%9a%84-%e5%a4%b1%e9%80%9f%e6%94%b9%e6%ad%a3%ef%bc%81/,False
學飛最前線— 教官教你如何選擇飛行學校！,https://flyfttw.com/%e5%ad%b8%e9%a3%9b%e6%9c%80%e5%89%8d%e7%b7%9a-%e6%95%99%e5%ae%98%e6%95%99%e4%bd%a0%e5%a6%82%e4%bd%95%e9%81%b8%e6%93%87%e9%a3%9b%e8%a1%8c%e5%ad%b8%e6%a0%a1%ef%bc%81/,False
FTTW航空小知識— 水平尾翼失效,https://flyfttw.com/fttw%e8%88%aa%e7%a9%ba%e5%b0%8f%e7%9f%a5%e8%ad%98-%e6%b0%b4%e5%b9%b3%e5%b0%be%e7%bf%bc%e5%a4%b1%e6%95%88/,False
波音737 Max— 停飛事件概述,https://flyfttw.com/%e6%b3%a2%e9%9f%b3737-max-%e5%81%9c%e9%a3%9b%e4%ba%8b%e4%bb%b6%e6%a6%82%e8%bf%b0/,False
培訓機師— 飛行員特質與航空知識重要性？,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab-%e9%a3%9b%e8%a1%8c%e5%93%a1%e7%89%b9%e8%b3%aa%e8%88%87%e8%88%aa%e7%a9%ba%e7%9f%a5%e8%ad%98%e9%87%8d%e8%a6%81%e6%80%a7%ef%bc%9f/,False
教官來分享— 航空法規與挑選學飛國家的關係！,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab-%e8%88%aa%e7%a9%ba%e6%b3%95%e8%a6%8f%e8%88%87%e6%8c%91%e9%81%b8%e5%ad%b8%e9%a3%9b%e5%9c%8b%e5%ae%b6%e7%9a%84%e9%97%9c%e4%bf%82%ef%bc%81/,False
培訓機師小知識— 教你如何聰明分辨機型,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%9f%a5%e8%ad%98-%e6%95%99%e4%bd%a0%e5%a6%82%e4%bd%95%e8%81%b0%e6%98%8e%e5%88%86%e8%be%a8%e6%a9%9f%e5%9e%8b/,False
培訓機師小知識— 淺談駕駛艙門、德翼空難,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%9f%a5%e8%ad%98-%e6%b7%ba%e8%ab%87%e9%a7%95%e9%a7%9b%e8%89%99%e9%96%80%e3%80%81%e5%be%b7%e7%bf%bc%e7%a9%ba%e9%9b%a3/,False
培訓機師小知識— 各類機型的模擬機該如何選擇？,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%9f%a5%e8%ad%98-%e5%90%84%e9%a1%9e%e6%a9%9f%e5%9e%8b%e7%9a%84%e6%a8%a1%e6%93%ac%e6%a9%9f%e8%a9%b2%e5%a6%82%e4%bd%95%e9%81%b8%e6%93%87%ef%bc%9f/,False
航空公司如何挑選培訓機師,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e5%85%ac%e5%8f%b8%e5%a6%82%e4%bd%95%e6%8c%91%e9%81%b8%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab/,False
在台灣考機師的幸運之處,https://flyfttw.com/%e5%9c%a8%e5%8f%b0%e7%81%a3%e8%80%83%e6%a9%9f%e5%b8%ab%e7%9a%84%e5%b9%b8%e9%81%8b%e4%b9%8b%e8%99%95/,False
機師考試的得利小幫手們— 小編私心大推,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e7%9a%84%e5%be%97%e5%88%a9%e5%b0%8f%e5%b9%ab%e6%89%8b%e5%80%91-%e5%b0%8f%e7%b7%a8%e7%a7%81%e5%bf%83%e5%a4%a7%e6%8e%a8/,False
培訓機師小知識— 起飛時的關鍵速度（V-Speed）,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%9f%a5%e8%ad%98-%e8%b5%b7%e9%a3%9b%e6%99%82%e7%9a%84%e9%97%9c%e9%8d%b5%e9%80%9f%e5%ba%a6%ef%bc%88v-speed%ef%bc%89/,False
培訓機師趣聞錄— 傳說中的奇蹟降落,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e8%b6%a3%e8%81%9e%e9%8c%84-%e5%82%b3%e8%aa%aa%e4%b8%ad%e7%9a%84%e5%a5%87%e8%b9%9f%e9%99%8d%e8%90%bd/,False
大解惑— 補習會影響機師考試嗎？,https://flyfttw.com/%e5%a4%a7%e8%a7%a3%e6%83%91%ef%bc%9a%e8%a3%9c%e7%bf%92%e6%9c%83%e5%bd%b1%e9%9f%bf%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%97%8e%ef%bc%9f/,False
機師考生最想問教官的問題,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e7%94%9f%e6%9c%80%e6%83%b3%e5%95%8f%e6%95%99%e5%ae%98%e7%9a%84%e5%95%8f%e9%a1%8c/,False
培訓機師小知識— 襟翼 vs 擾流板,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%9f%a5%e8%ad%98-%e8%a5%9f%e7%bf%bc-vs-%e6%93%be%e6%b5%81%e6%9d%bf/,False
培訓機師小知識— 燃油洩放裝置,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%9f%a5%e8%ad%98-%e7%87%83%e6%b2%b9%e6%b4%a9%e6%94%be%e8%a3%9d%e7%bd%ae/,False
培訓機師好康— 機師推薦書單&英文資源分享,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%a5%bd%e5%ba%b7-%e6%a9%9f%e5%b8%ab%e6%8e%a8%e8%96%a6%e6%9b%b8%e5%96%ae%e8%8b%b1%e6%96%87%e8%b3%87%e6%ba%90%e5%88%86%e4%ba%ab/,False
Youtuber機師 Captain Joe— 能不能讓乘客獨自降落飛機？,https://flyfttw.com/youtuber%e6%a9%9f%e5%b8%ab-captain-joe-%e8%83%bd%e4%b8%8d%e8%83%bd%e8%ae%93%e4%b9%98%e5%ae%a2%e7%8d%a8%e8%87%aa%e9%99%8d%e8%90%bd%e9%a3%9b%e6%a9%9f%ef%bc%9f/,False
培訓考試必知— 機場大小事,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e6%a9%9f%e5%a0%b4%e5%a4%a7%e5%b0%8f%e4%ba%8b/,False
Briggs & Riley— 登機箱/行李箱推,https://flyfttw.com/briggs-riley-%e7%99%bb%e6%a9%9f%e7%ae%b1-%e8%a1%8c%e6%9d%8e%e7%ae%b1%e6%8e%a8/,False
機師準備與報考心得— 長榮培訓機師學長考試戰記,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e6%ba%96%e5%82%99%e8%88%87%e5%a0%b1%e8%80%83%e5%bf%83%e5%be%97-%e9%95%b7%e6%a6%ae%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%ad%b8%e9%95%b7%e8%80%83%e8%a9%a6%e6%88%b0%e8%a8%98/,False
培訓機師必知— 起落架功能與種類,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%bf%85%e7%9f%a5-%e8%b5%b7%e8%90%bd%e6%9e%b6%e5%8a%9f%e8%83%bd%e8%88%87%e7%a8%ae%e9%a1%9e/,False
機師考試小加分— 空軍一號的故事,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e5%8a%a0%e5%88%86-%e7%a9%ba%e8%bb%8d%e4%b8%80%e8%99%9f%e7%9a%84%e6%95%85%e4%ba%8b/,False
在台灣成為民航機師的途徑、費用、時間,https://flyfttw.com/%e5%9c%a8%e5%8f%b0%e7%81%a3%e6%88%90%e7%82%ba%e6%b0%91%e8%88%aa%e6%a9%9f%e5%b8%ab%e7%9a%84%e9%80%94%e5%be%91%e3%80%81%e8%b2%bb%e7%94%a8%e3%80%81%e6%99%82%e9%96%93/,False
培訓必知— 飛行證照有哪些,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e5%bf%85%e7%9f%a5-%e9%a3%9b%e8%a1%8c%e8%ad%89%e7%85%a7%e6%9c%89%e5%93%aa%e4%ba%9b/,False
長榮747內裝大揭密暨退役影片,https://flyfttw.com/%e9%95%b7%e6%a6%ae747%e5%85%a7%e8%a3%9d%e5%a4%a7%e6%8f%ad%e5%af%86%e6%9a%a8%e9%80%80%e5%bd%b9%e5%bd%b1%e7%89%87/,False
國內外飛行員薪資福利大比拚,https://flyfttw.com/%e5%9c%8b%e5%85%a7%e5%a4%96%e9%a3%9b%e8%a1%8c%e5%93%a1%e8%96%aa%e8%b3%87%e7%a6%8f%e5%88%a9%e5%a4%a7%e6%af%94%e6%8b%9a/,False
培訓機師考試門檻— 英文檢定有哪些？,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e9%96%80%e6%aa%bb-%e8%8b%b1%e6%96%87%e6%aa%a2%e5%ae%9a%e6%9c%89%e5%93%aa%e4%ba%9b%ef%bc%9f/,False
培訓機師必知— 飛行科目介紹,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%bf%85%e7%9f%a5-%e9%a3%9b%e8%a1%8c%e7%a7%91%e7%9b%ae%e4%bb%8b%e7%b4%b9/,False
FTTW航空知識— 風向與風速測量,https://flyfttw.com/fttw%e8%88%aa%e7%a9%ba%e7%9f%a5%e8%ad%98-%e9%a2%a8%e5%90%91%e8%88%87%e9%a2%a8%e9%80%9f%e6%b8%ac%e9%87%8f/,False
FTTW培訓 D學長考取經驗談,https://flyfttw.com/fttw%e5%9f%b9%e8%a8%93-d%e5%ad%b8%e9%95%b7%e8%80%83%e5%8f%96%e7%b6%93%e9%a9%97%e8%ab%87/,False
培訓機師冷知識— 白努力定律，你確定？,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%86%b7%e7%9f%a5%e8%ad%98-%e7%99%bd%e5%8a%aa%e5%8a%9b%e5%ae%9a%e5%be%8b%ef%bc%8c%e4%bd%a0%e7%a2%ba%e5%ae%9a%ef%bc%9f/,False
2024最新！超完整機師英文門檻&準備技巧,https://flyfttw.com/2024%e6%9c%80%e6%96%b0%e8%b6%85%e5%ae%8c%e6%95%b4%e6%a9%9f%e5%b8%ab%e8%8b%b1%e6%96%87%e9%96%80%e6%aa%bb%e6%ba%96%e5%82%99%e6%8a%80%e5%b7%a7/,False
培訓機師冷知識— 飛機窗戶的小知識,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%86%b7%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e7%aa%97%e6%88%b6%e7%9a%84%e5%b0%8f%e7%9f%a5%e8%ad%98/,False
培訓機師第一課— 航空人必備技能CRM,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e7%ac%ac%e4%b8%80%e8%aa%b2-%e8%88%aa%e7%a9%ba%e4%ba%ba%e5%bf%85%e5%82%99%e6%8a%80%e8%83%bdcrm/,False
疫情會對機師招募造成影響嗎— 機會永遠留給準備好的人,https://flyfttw.com/%e7%96%ab%e6%83%85%e6%9c%83%e5%b0%8d%e6%a9%9f%e5%b8%ab%e6%8b%9b%e5%8b%9f%e9%80%a0%e6%88%90%e5%bd%b1%e9%9f%bf%e5%97%8e%ef%bc%8d%e6%a9%9f%e6%9c%83%e6%b0%b8%e9%81%a0%e7%95%99%e7%b5%a6%e6%ba%96%e5%82%99/,False
培訓機師冷知識— 機尾紊流，惡名昭彰的隱形殺手,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%86%b7%e7%9f%a5%e8%ad%98-%e6%a9%9f%e5%b0%be%e7%b4%8a%e6%b5%81%ef%bc%8c%e6%83%a1%e5%90%8d%e6%98%ad%e5%bd%b0%e7%9a%84%e9%9a%b1%e5%bd%a2%e6%ae%ba%e6%89%8b/,False
培訓機師小秘訣— 面試服裝怎麼穿,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%a7%98%e8%a8%a3-%e9%9d%a2%e8%a9%a6%e6%9c%8d%e8%a3%9d%e6%80%8e%e9%ba%bc%e7%a9%bf/,False
培訓機師小知識— 側風著陸,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%9f%a5%e8%ad%98-%e5%81%b4%e9%a2%a8%e8%91%97%e9%99%b8/,False
培訓機師小知識— 為什麼駕駛艙內要有兩個人？,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e7%9f%a5%e8%ad%98-%e7%82%ba%e4%bb%80%e9%ba%bc%e9%a7%95%e9%a7%9b%e8%89%99%e5%85%a7%e8%a6%81%e6%9c%89%e5%85%a9%e5%80%8b%e4%ba%ba%ef%bc%9f/,False
